Booked Time, Actual Time, Headcode,Service Info, Location,Call Order, Train Order,Date
15:23:00,15:24:00,'2H53',1519 Edinburgh to Helensburgh Central,Haymarket [HYM] Arr,1,38,10/12/2018
15:24:00,15:24:45,'2H53',1519 Edinburgh to Helensburgh Central,Haymarket [HYM] Dep,2,38,10/12/2018
15:25:00,15:25:45,'2H53',1519 Edinburgh to Helensburgh Central,Haymarket East Jn,3,38,10/12/2018
15:25:00,15:25:45,'2H53',1519 Edinburgh to Helensburgh Central,Haymarket Central Jn,4,38,10/12/2018
15:25:30,15:26:15,'2H53',1519 Edinburgh to Helensburgh Central,Haymarket West Jn,5,38,10/12/2018
15:28:00,15:29:30,'2H53',1519 Edinburgh to Helensburgh Central,Edinburgh Park [EDP] Arr,6,38,10/12/2018
15:28:30,15:29:45,'2H53',1519 Edinburgh to Helensburgh Central,Edinburgh Park [EDP] Dep,7,38,10/12/2018
15:33:00,15:33:15,'2H53',1519 Edinburgh to Helensburgh Central,Newbridge Jn,8,38,10/12/2018
15:37:00,15:37:30,'2H53',1519 Edinburgh to Helensburgh Central,Uphall [UHA] Arr,9,38,10/12/2018
15:37:30,15:38:00,'2H53',1519 Edinburgh to Helensburgh Central,Uphall [UHA] Dep,10,38,10/12/2018
15:40:30,15:41:00,'2H53',1519 Edinburgh to Helensburgh Central,Livingston North [LSN] Arr,11,38,10/12/2018
15:41:00,15:41:30,'2H53',1519 Edinburgh to Helensburgh Central,Livingston North [LSN] Dep,12,38,10/12/2018
15:45:00,15:46:45,'2H53',1519 Edinburgh to Helensburgh Central,Bathgate [BHG] Arr,13,38,10/12/2018
15:51:00,15:51:15,'2H53',1519 Edinburgh to Helensburgh Central,Bathgate [BHG] Dep,14,38,10/12/2018
15:54:00,15:54:00,'2H53',1519 Edinburgh to Helensburgh Central,Armadale [ARM],15,38,10/12/2018
15:55:30,15:55:45,'2H53',1519 Edinburgh to Helensburgh Central,Blackridge [BKR],16,38,10/12/2018
16:00:00,16:00:00,'2H53',1519 Edinburgh to Helensburgh Central,Caldercruix [CAC],17,38,10/12/2018
16:03:00,16:02:45,'2H53',1519 Edinburgh to Helensburgh Central,Drumgelloch [DRU] Arr,18,38,10/12/2018
16:03:30,16:03:00,'2H53',1519 Edinburgh to Helensburgh Central,Drumgelloch [DRU] Dep,19,38,10/12/2018
16:06:00,16:05:30,'2H53',1519 Edinburgh to Helensburgh Central,Airdrie [ADR] Arr,20,38,10/12/2018
16:07:30,16:07:15,'2H53',1519 Edinburgh to Helensburgh Central,Airdrie [ADR] Dep,21,38,10/12/2018
16:09:00,16:09:00,'2H53',1519 Edinburgh to Helensburgh Central,Coatdyke [COA] Arr,22,38,10/12/2018
16:09:30,16:10:00,'2H53',1519 Edinburgh to Helensburgh Central,Coatdyke [COA] Dep,23,38,10/12/2018
16:11:30,16:12:00,'2H53',1519 Edinburgh to Helensburgh Central,Coatbridge Sunnyside [CBS] Arr,24,38,10/12/2018
16:12:00,16:12:45,'2H53',1519 Edinburgh to Helensburgh Central,Coatbridge Sunnyside [CBS] Dep,25,38,10/12/2018
16:13:00,16:13:45,'2H53',1519 Edinburgh to Helensburgh Central,Sunnyside Jn,26,38,10/12/2018
16:14:00,16:14:30,'2H53',1519 Edinburgh to Helensburgh Central,Blairhill [BAI] Arr,27,38,10/12/2018
16:14:30,16:15:00,'2H53',1519 Edinburgh to Helensburgh Central,Blairhill [BAI] Dep,28,38,10/12/2018
16:18:00,16:18:30,'2H53',1519 Edinburgh to Helensburgh Central,Easterhouse [EST] Arr,29,38,10/12/2018
16:18:30,16:19:15,'2H53',1519 Edinburgh to Helensburgh Central,Easterhouse [EST] Dep,30,38,10/12/2018
16:20:30,16:21:15,'2H53',1519 Edinburgh to Helensburgh Central,Garrowhill [GAR] Arr,31,38,10/12/2018
16:21:00,16:22:00,'2H53',1519 Edinburgh to Helensburgh Central,Garrowhill [GAR] Dep,32,38,10/12/2018
16:23:00,16:24:15,'2H53',1519 Edinburgh to Helensburgh Central,Shettleston [SLS],33,38,10/12/2018
16:24:00,16:25:15,'2H53',1519 Edinburgh to Helensburgh Central,Carntyne [CAY],34,38,10/12/2018
16:26:00,16:27:00,'2H53',1519 Edinburgh to Helensburgh Central,Bellgrove [BLG],35,38,10/12/2018
16:26:30,16:27:45,'2H53',1519 Edinburgh to Helensburgh Central,High St Jn,36,38,10/12/2018
16:27:30,16:28:30,'2H53',1519 Edinburgh to Helensburgh Central,High Street [HST] Arr,37,38,10/12/2018
16:28:30,16:29:00,'2H53',1519 Edinburgh to Helensburgh Central,High Street [HST] Dep,38,38,10/12/2018
16:30:00,16:30:30,'2H53',1519 Edinburgh to Helensburgh Central,Glasgow Queen Street [GLQ] Arr,39,38,10/12/2018
16:32:00,16:32:15,'2H53',1519 Edinburgh to Helensburgh Central,Glasgow Queen Street [GLQ] Dep,40,38,10/12/2018
16:33:30,16:34:00,'2H53',1519 Edinburgh to Helensburgh Central,Charing Cross (Glasgow) [CHC] Arr,41,38,10/12/2018
16:35:30,16:35:15,'2H53',1519 Edinburgh to Helensburgh Central,Charing Cross (Glasgow) [CHC] Dep,42,38,10/12/2018
16:37:30,16:41:00,'2H53',1519 Edinburgh to Helensburgh Central,Finnieston East Jn,43,38,10/12/2018
16:38:00,16:42:30,'2H53',1519 Edinburgh to Helensburgh Central,Finnieston West Jn,44,38,10/12/2018
16:39:00,16:43:30,'2H53',1519 Edinburgh to Helensburgh Central,Partick [PTK] Arr,45,38,10/12/2018
16:40:00,16:44:15,'2H53',1519 Edinburgh to Helensburgh Central,Partick [PTK] Dep,46,38,10/12/2018
16:41:30,16:46:15,'2H53',1519 Edinburgh to Helensburgh Central,Hyndland [HYN] Arr,47,38,10/12/2018
16:42:30,16:46:45,'2H53',1519 Edinburgh to Helensburgh Central,Hyndland [HYN] Dep,48,38,10/12/2018
16:43:30,16:47:30,'2H53',1519 Edinburgh to Helensburgh Central,Hyndland East Jn,49,38,10/12/2018
16:44:00,16:47:45,'2H53',1519 Edinburgh to Helensburgh Central,Jordanhill [JOR],50,38,10/12/2018
16:44:00,16:48:00,'2H53',1519 Edinburgh to Helensburgh Central,Hyndland West Jn,51,38,10/12/2018
16:46:00,16:50:00,'2H53',1519 Edinburgh to Helensburgh Central,Scotstounhill [SCH],52,38,10/12/2018
16:46:30,16:51:15,'2H53',1519 Edinburgh to Helensburgh Central,Garscadden [GRS],53,38,10/12/2018
16:47:30,16:54:30,'2H53',1519 Edinburgh to Helensburgh Central,Yoker [YOK],54,38,10/12/2018
16:49:00,16:57:30,'2H53',1519 Edinburgh to Helensburgh Central,Clydebank [CYK],55,38,10/12/2018
16:50:30,17:00:00,'2H53',1519 Edinburgh to Helensburgh Central,Dalmuir [DMR] Arr,56,38,10/12/2018
16:52:00,17:01:45,'2H53',1519 Edinburgh to Helensburgh Central,Dalmuir [DMR] Dep,57,38,10/12/2018
16:54:00,17:03:30,'2H53',1519 Edinburgh to Helensburgh Central,Kilpatrick [KPT],58,38,10/12/2018
16:55:30,17:05:45,'2H53',1519 Edinburgh to Helensburgh Central,Bowling [BWG],59,38,10/12/2018
16:59:00,17:08:45,'2H53',1519 Edinburgh to Helensburgh Central,Dumbarton East [DBE] Arr,60,38,10/12/2018
16:59:30,17:09:15,'2H53',1519 Edinburgh to Helensburgh Central,Dumbarton East [DBE] Dep,61,38,10/12/2018
17:01:00,17:10:45,'2H53',1519 Edinburgh to Helensburgh Central,Dumbarton Central [DBC] Arr,62,38,10/12/2018
17:01:30,17:11:45,'2H53',1519 Edinburgh to Helensburgh Central,Dumbarton Central [DBC] Dep,63,38,10/12/2018
17:02:30,17:12:45,'2H53',1519 Edinburgh to Helensburgh Central,Dalreoch [DLR] Arr,64,38,10/12/2018
17:03:00,17:13:30,'2H53',1519 Edinburgh to Helensburgh Central,Dalreoch [DLR] Dep,65,38,10/12/2018
17:07:30,17:17:30,'2H53',1519 Edinburgh to Helensburgh Central,Cardross [CDR] Arr,66,38,10/12/2018
17:08:00,17:18:30,'2H53',1519 Edinburgh to Helensburgh Central,Cardross [CDR] Dep,67,38,10/12/2018
17:12:00,17:22:15,'2H53',1519 Edinburgh to Helensburgh Central,Craigendoran Jn,68,38,10/12/2018
17:12:30,17:23:15,'2H53',1519 Edinburgh to Helensburgh Central,Craigendoran [CGD] Arr,69,38,10/12/2018
17:13:00,17:24:30,'2H53',1519 Edinburgh to Helensburgh Central,Craigendoran [CGD] Dep,70,38,10/12/2018
16:32:00,16:32:30,'2V49',1624 Springburn to Dumbarton Central,Bellgrove [BLG] Arr,0,39,10/12/2018
16:32:30,16:33:15,'2V49',1624 Springburn to Dumbarton Central,Bellgrove [BLG] Dep,1,39,10/12/2018
16:33:30,16:34:00,'2V49',1624 Springburn to Dumbarton Central,High St Jn,2,39,10/12/2018
16:34:00,16:35:00,'2V49',1624 Springburn to Dumbarton Central,High Street [HST] Arr,3,39,10/12/2018
16:34:30,16:35:30,'2V49',1624 Springburn to Dumbarton Central,High Street [HST] Dep,4,39,10/12/2018
16:36:00,16:36:45,'2V49',1624 Springburn to Dumbarton Central,Glasgow Queen Street [GLQ] Arr,5,39,10/12/2018
16:37:00,16:37:45,'2V49',1624 Springburn to Dumbarton Central,Glasgow Queen Street [GLQ] Dep,6,39,10/12/2018
16:38:30,16:39:30,'2V49',1624 Springburn to Dumbarton Central,Charing Cross (Glasgow) [CHC] Arr,7,39,10/12/2018
16:39:00,16:40:15,'2V49',1624 Springburn to Dumbarton Central,Charing Cross (Glasgow) [CHC] Dep,8,39,10/12/2018
16:41:00,16:43:30,'2V49',1624 Springburn to Dumbarton Central,Finnieston East Jn,9,39,10/12/2018
16:41:30,16:45:15,'2V49',1624 Springburn to Dumbarton Central,Finnieston West Jn,10,39,10/12/2018
16:42:30,16:46:15,'2V49',1624 Springburn to Dumbarton Central,Partick [PTK] Arr,11,39,10/12/2018
16:43:00,16:47:15,'2V49',1624 Springburn to Dumbarton Central,Partick [PTK] Dep,12,39,10/12/2018
16:44:30,16:49:00,'2V49',1624 Springburn to Dumbarton Central,Hyndland [HYN] Arr,13,39,10/12/2018
16:45:30,16:49:30,'2V49',1624 Springburn to Dumbarton Central,Hyndland [HYN] Dep,14,39,10/12/2018
16:46:30,16:50:15,'2V49',1624 Springburn to Dumbarton Central,Hyndland East Jn,15,39,10/12/2018
16:47:00,16:50:45,'2V49',1624 Springburn to Dumbarton Central,Jordanhill [JOR] Arr,16,39,10/12/2018
16:47:30,16:51:15,'2V49',1624 Springburn to Dumbarton Central,Jordanhill [JOR] Dep,17,39,10/12/2018
16:48:30,16:51:45,'2V49',1624 Springburn to Dumbarton Central,Hyndland West Jn,18,39,10/12/2018
16:49:30,16:53:45,'2V49',1624 Springburn to Dumbarton Central,Scotstounhill [SCH] Arr,19,39,10/12/2018
16:50:00,16:54:30,'2V49',1624 Springburn to Dumbarton Central,Scotstounhill [SCH] Dep,20,39,10/12/2018
16:51:30,16:56:00,'2V49',1624 Springburn to Dumbarton Central,Garscadden [GRS] Arr,21,39,10/12/2018
16:52:30,16:56:45,'2V49',1624 Springburn to Dumbarton Central,Garscadden [GRS] Dep,22,39,10/12/2018
16:54:30,16:58:30,'2V49',1624 Springburn to Dumbarton Central,Yoker [YOK] Arr,23,39,10/12/2018
16:55:00,16:59:15,'2V49',1624 Springburn to Dumbarton Central,Yoker [YOK] Dep,24,39,10/12/2018
16:56:30,17:01:00,'2V49',1624 Springburn to Dumbarton Central,Clydebank [CYK] Arr,25,39,10/12/2018
16:57:00,17:01:45,'2V49',1624 Springburn to Dumbarton Central,Clydebank [CYK] Dep,26,39,10/12/2018
17:02:00,17:09:15,'2V49',1624 Springburn to Dumbarton Central,Dalmuir [DMR] Arr,27,39,10/12/2018
17:03:30,17:10:30,'2V49',1624 Springburn to Dumbarton Central,Dalmuir [DMR] Dep,28,39,10/12/2018
17:08:30,17:16:15,'2V49',1624 Springburn to Dumbarton Central,Bowling [BWG] Arr,29,39,10/12/2018
17:09:00,17:16:45,'2V49',1624 Springburn to Dumbarton Central,Bowling [BWG] Dep,30,39,10/12/2018
17:13:00,17:20:45,'2V49',1624 Springburn to Dumbarton Central,Dumbarton East [DBE] Arr,31,39,10/12/2018
17:13:30,17:21:30,'2V49',1624 Springburn to Dumbarton Central,Dumbarton East [DBE] Dep,32,39,10/12/2018
16:04:30,16:05:00,'2L17',1603 Larkhall to Milngavie,Merryton [MEY] Arr,0,40,10/12/2018
16:05:00,16:05:45,'2L17',1603 Larkhall to Milngavie,Merryton [MEY] Dep,1,40,10/12/2018
16:06:00,16:07:30,'2L17',1603 Larkhall to Milngavie,Allanton Loop,2,40,10/12/2018
16:07:30,16:08:15,'2L17',1603 Larkhall to Milngavie,Chatelherault [CTE] Arr,3,40,10/12/2018
16:08:00,16:10:15,'2L17',1603 Larkhall to Milngavie,Chatelherault [CTE] Dep,4,40,10/12/2018
16:09:00,16:11:30,'2L17',1603 Larkhall to Milngavie,Haughhead Jn,5,40,10/12/2018
16:12:00,16:13:30,'2L17',1603 Larkhall to Milngavie,Hamilton Central [HNC] Arr,6,40,10/12/2018
16:12:30,16:15:00,'2L17',1603 Larkhall to Milngavie,Hamilton Central [HNC] Dep,7,40,10/12/2018
16:14:30,16:16:45,'2L17',1603 Larkhall to Milngavie,Hamilton West [HNW] Arr,8,40,10/12/2018
16:15:00,16:17:30,'2L17',1603 Larkhall to Milngavie,Hamilton West [HNW] Dep,9,40,10/12/2018
16:18:00,16:20:15,'2L17',1603 Larkhall to Milngavie,Blantyre [BLT] Arr,10,40,10/12/2018
16:18:30,16:21:00,'2L17',1603 Larkhall to Milngavie,Blantyre [BLT] Dep,11,40,10/12/2018
16:22:00,16:24:30,'2L17',1603 Larkhall to Milngavie,Newton [NTN] Arr,12,40,10/12/2018
16:22:30,16:25:15,'2L17',1603 Larkhall to Milngavie,Newton [NTN] Dep,13,40,10/12/2018
16:24:00,16:26:45,'2L17',1603 Larkhall to Milngavie,Newton West Jn,14,40,10/12/2018
16:25:30,16:28:00,'2L17',1603 Larkhall to Milngavie,Cambuslang [CBL] Arr,15,40,10/12/2018
16:26:00,16:28:00,'2L17',1603 Larkhall to Milngavie,Cambuslang [CBL] Dep,16,40,10/12/2018
16:27:30,16:30:00,'2L17',1603 Larkhall to Milngavie,Rutherglen East Jn,17,40,10/12/2018
16:29:30,16:31:00,'2L17',1603 Larkhall to Milngavie,Rutherglen [RUT] Arr,18,40,10/12/2018
16:30:00,16:32:00,'2L17',1603 Larkhall to Milngavie,Rutherglen [RUT] Dep,19,40,10/12/2018
16:32:00,16:34:15,'2L17',1603 Larkhall to Milngavie,Dalmarnock [DAK] Arr,20,40,10/12/2018
16:32:30,16:34:15,'2L17',1603 Larkhall to Milngavie,Dalmarnock [DAK] Dep,21,40,10/12/2018
16:34:00,16:36:00,'2L17',1603 Larkhall to Milngavie,Bridgeton [BDG] Arr,22,40,10/12/2018
16:34:30,16:36:45,'2L17',1603 Larkhall to Milngavie,Bridgeton [BDG] Dep,23,40,10/12/2018
16:37:00,16:39:15,'2L17',1603 Larkhall to Milngavie,Argyle Street [AGS] Arr,24,40,10/12/2018
16:37:30,16:40:00,'2L17',1603 Larkhall to Milngavie,Argyle Street [AGS] Dep,25,40,10/12/2018
16:38:30,16:41:15,'2L17',1603 Larkhall to Milngavie,Glasgow Central [GLC] Arr,26,40,10/12/2018
16:39:30,16:42:30,'2L17',1603 Larkhall to Milngavie,Glasgow Central [GLC] Dep,27,40,10/12/2018
16:40:30,16:43:45,'2L17',1603 Larkhall to Milngavie,Anderston [AND] Arr,28,40,10/12/2018
16:41:00,16:44:15,'2L17',1603 Larkhall to Milngavie,Anderston [AND] Dep,29,40,10/12/2018
16:42:30,16:45:45,'2L17',1603 Larkhall to Milngavie,Exhibition Centre [EXG] Arr,30,40,10/12/2018
16:43:00,16:46:30,'2L17',1603 Larkhall to Milngavie,Exhibition Centre [EXG] Dep,31,40,10/12/2018
16:44:30,16:51:00,'2L17',1603 Larkhall to Milngavie,Finnieston East Jn,32,40,10/12/2018
16:45:00,16:52:30,'2L17',1603 Larkhall to Milngavie,Finnieston West Jn,33,40,10/12/2018
16:46:00,16:53:30,'2L17',1603 Larkhall to Milngavie,Partick [PTK] Arr,34,40,10/12/2018
16:46:30,16:54:00,'2L17',1603 Larkhall to Milngavie,Partick [PTK] Dep,35,40,10/12/2018
16:48:00,16:55:45,'2L17',1603 Larkhall to Milngavie,Hyndland [HYN] Arr,36,40,10/12/2018
16:49:00,16:56:30,'2L17',1603 Larkhall to Milngavie,Hyndland [HYN] Dep,37,40,10/12/2018
16:50:00,16:57:30,'2L17',1603 Larkhall to Milngavie,Hyndland East Jn,38,40,10/12/2018
16:50:30,16:58:30,'2L17',1603 Larkhall to Milngavie,Hyndland North Jn,39,40,10/12/2018
16:51:30,16:59:00,'2L17',1603 Larkhall to Milngavie,Anniesland [ANL] Arr,40,40,10/12/2018
16:52:00,16:59:15,'2L17',1603 Larkhall to Milngavie,Anniesland [ANL] Dep,41,40,10/12/2018
16:54:30,17:02:15,'2L17',1603 Larkhall to Milngavie,Westerton [WES] Arr,42,40,10/12/2018
16:55:00,17:03:15,'2L17',1603 Larkhall to Milngavie,Westerton [WES] Dep,43,40,10/12/2018
16:57:00,17:05:45,'2L17',1603 Larkhall to Milngavie,Bearsden [BRN] At platfor Arr,44,40,10/12/2018
16:57:30,17:06:15,'2L17',1603 Larkhall to Milngavie,Bearsden [BRN] At platfor Dep,45,40,10/12/2018
16:59:00,17:07:30,'2L17',1603 Larkhall to Milngavie,Hillfoot [HLF] Arr,46,40,10/12/2018
16:59:30,17:08:15,'2L17',1603 Larkhall to Milngavie,Hillfoot [HLF] Dep,47,40,10/12/2018
16:20:30,16:20:45,'2E67',1616 Airdrie to Balloch,Coatbridge Sunnyside [CBS] Arr,0,41,10/12/2018
16:21:00,16:21:30,'2E67',1616 Airdrie to Balloch,Coatbridge Sunnyside [CBS] Dep,1,41,10/12/2018
16:22:00,16:22:30,'2E67',1616 Airdrie to Balloch,Sunnyside Jn,2,41,10/12/2018
16:23:00,16:23:15,'2E67',1616 Airdrie to Balloch,Blairhill [BAI] Arr,3,41,10/12/2018
16:23:30,16:23:45,'2E67',1616 Airdrie to Balloch,Blairhill [BAI] Dep,4,41,10/12/2018
16:27:00,16:27:30,'2E67',1616 Airdrie to Balloch,Easterhouse [EST] Arr,5,41,10/12/2018
16:27:30,16:28:00,'2E67',1616 Airdrie to Balloch,Easterhouse [EST] Dep,6,41,10/12/2018
16:29:30,16:30:00,'2E67',1616 Airdrie to Balloch,Garrowhill [GAR] Arr,7,41,10/12/2018
16:30:00,16:30:45,'2E67',1616 Airdrie to Balloch,Garrowhill [GAR] Dep,8,41,10/12/2018
16:32:00,16:33:00,'2E67',1616 Airdrie to Balloch,Shettleston [SLS] At platfor Arr,9,41,10/12/2018
16:32:30,16:33:30,'2E67',1616 Airdrie to Balloch,Shettleston [SLS] At platfor Dep,10,41,10/12/2018
16:34:00,16:35:00,'2E67',1616 Airdrie to Balloch,Carntyne [CAY] Arr,11,41,10/12/2018
16:34:30,16:36:00,'2E67',1616 Airdrie to Balloch,Carntyne [CAY] Dep,12,41,10/12/2018
16:37:30,16:38:45,'2E67',1616 Airdrie to Balloch,Bellgrove [BLG] Arr,13,41,10/12/2018
16:38:00,16:39:30,'2E67',1616 Airdrie to Balloch,Bellgrove [BLG] Dep,14,41,10/12/2018
16:39:00,16:40:30,'2E67',1616 Airdrie to Balloch,High St Jn,15,41,10/12/2018
16:39:30,16:41:15,'2E67',1616 Airdrie to Balloch,High Street [HST] Arr,16,41,10/12/2018
16:40:00,16:42:00,'2E67',1616 Airdrie to Balloch,High Street [HST] Dep,17,41,10/12/2018
16:41:30,16:43:30,'2E67',1616 Airdrie to Balloch,Glasgow Queen Street [GLQ] Arr,18,41,10/12/2018
16:42:30,16:44:15,'2E67',1616 Airdrie to Balloch,Glasgow Queen Street [GLQ] Dep,19,41,10/12/2018
16:44:00,16:46:00,'2E67',1616 Airdrie to Balloch,Charing Cross (Glasgow) [CHC] Arr,20,41,10/12/2018
16:45:30,16:46:30,'2E67',1616 Airdrie to Balloch,Charing Cross (Glasgow) [CHC] Dep,21,41,10/12/2018
16:47:30,16:48:15,'2E67',1616 Airdrie to Balloch,Finnieston East Jn,22,41,10/12/2018
16:48:00,16:48:45,'2E67',1616 Airdrie to Balloch,Finnieston West Jn,23,41,10/12/2018
16:49:00,16:49:45,'2E67',1616 Airdrie to Balloch,Partick [PTK] Arr,24,41,10/12/2018
16:49:30,16:50:45,'2E67',1616 Airdrie to Balloch,Partick [PTK] Dep,25,41,10/12/2018
16:51:00,16:52:30,'2E67',1616 Airdrie to Balloch,Hyndland [HYN] Arr,26,41,10/12/2018
16:52:00,16:53:00,'2E67',1616 Airdrie to Balloch,Hyndland [HYN] Dep,27,41,10/12/2018
16:53:00,16:54:00,'2E67',1616 Airdrie to Balloch,Hyndland East Jn,28,41,10/12/2018
16:53:30,16:54:45,'2E67',1616 Airdrie to Balloch,Hyndland North Jn,29,41,10/12/2018
16:54:30,16:55:15,'2E67',1616 Airdrie to Balloch,Anniesland [ANL] Arr,30,41,10/12/2018
16:55:00,16:55:45,'2E67',1616 Airdrie to Balloch,Anniesland [ANL] Dep,31,41,10/12/2018
16:57:30,16:58:45,'2E67',1616 Airdrie to Balloch,Westerton [WES] Arr,32,41,10/12/2018
16:58:00,16:59:15,'2E67',1616 Airdrie to Balloch,Westerton [WES] Dep,33,41,10/12/2018
17:00:00,17:01:15,'2E67',1616 Airdrie to Balloch,Drumchapel [DMC] Arr,34,41,10/12/2018
17:00:30,17:02:00,'2E67',1616 Airdrie to Balloch,Drumchapel [DMC] Dep,35,41,10/12/2018
17:02:00,17:03:45,'2E67',1616 Airdrie to Balloch,Drumry [DMY] Arr,36,41,10/12/2018
17:02:30,17:04:30,'2E67',1616 Airdrie to Balloch,Drumry [DMY] Dep,37,41,10/12/2018
17:04:30,17:06:00,'2E67',1616 Airdrie to Balloch,Singer [SIN] Arr,38,41,10/12/2018
17:05:00,17:08:00,'2E67',1616 Airdrie to Balloch,Singer [SIN] Dep,39,41,10/12/2018
17:07:00,17:09:45,'2E67',1616 Airdrie to Balloch,Dalmuir [DMR] Arr,40,41,10/12/2018
17:08:00,17:14:15,'2E67',1616 Airdrie to Balloch,Dalmuir [DMR] Dep,41,41,10/12/2018
17:11:00,17:17:15,'2E67',1616 Airdrie to Balloch,Kilpatrick [KPT],42,41,10/12/2018
17:13:30,17:20:45,'2E67',1616 Airdrie to Balloch,Bowling [BWG],43,41,10/12/2018
17:18:00,17:24:45,'2E67',1616 Airdrie to Balloch,Dumbarton East [DBE] Arr,44,41,10/12/2018
17:18:30,17:26:00,'2E67',1616 Airdrie to Balloch,Dumbarton East [DBE] Dep,45,41,10/12/2018
17:20:00,17:27:30,'2E67',1616 Airdrie to Balloch,Dumbarton Central [DBC] Arr,46,41,10/12/2018
17:21:00,17:28:45,'2E67',1616 Airdrie to Balloch,Dumbarton Central [DBC] Dep,47,41,10/12/2018
17:22:00,17:30:00,'2E67',1616 Airdrie to Balloch,Dalreoch [DLR] Arr,48,41,10/12/2018
17:22:30,17:30:30,'2E67',1616 Airdrie to Balloch,Dalreoch [DLR] Dep,49,41,10/12/2018
17:25:00,17:32:30,'2E67',1616 Airdrie to Balloch,Renton [RTN] At platfor Arr,50,41,10/12/2018
17:25:30,17:33:30,'2E67',1616 Airdrie to Balloch,Renton [RTN] At platfor Dep,51,41,10/12/2018
17:27:30,17:36:30,'2E67',1616 Airdrie to Balloch,Alexandria [ALX] Arr,52,41,10/12/2018
17:28:00,17:37:00,'2E67',1616 Airdrie to Balloch,Alexandria [ALX] Dep,53,41,10/12/2018
16:17:00,16:20:00,'2F03',1615 Motherwell to Dalmuir,Airbles [AIR] Arr,0,42,10/12/2018
16:17:30,16:20:30,'2F03',1615 Motherwell to Dalmuir,Airbles [AIR] Dep,1,42,10/12/2018
16:20:00,16:22:45,'2F03',1615 Motherwell to Dalmuir,Haughhead Jn,2,42,10/12/2018
16:22:30,16:24:45,'2F03',1615 Motherwell to Dalmuir,Hamilton Central [HNC] Arr,3,42,10/12/2018
16:23:30,16:25:45,'2F03',1615 Motherwell to Dalmuir,Hamilton Central [HNC] Dep,4,42,10/12/2018
16:25:30,16:27:45,'2F03',1615 Motherwell to Dalmuir,Hamilton West [HNW] Arr,5,42,10/12/2018
16:26:00,16:28:15,'2F03',1615 Motherwell to Dalmuir,Hamilton West [HNW] Dep,6,42,10/12/2018
16:29:00,16:30:45,'2F03',1615 Motherwell to Dalmuir,Blantyre [BLT] Arr,7,42,10/12/2018
16:29:30,16:31:30,'2F03',1615 Motherwell to Dalmuir,Blantyre [BLT] Dep,8,42,10/12/2018
16:33:00,16:35:00,'2F03',1615 Motherwell to Dalmuir,Newton [NTN] Arr,9,42,10/12/2018
16:34:00,16:35:30,'2F03',1615 Motherwell to Dalmuir,Newton [NTN] Dep,10,42,10/12/2018
16:35:30,16:37:00,'2F03',1615 Motherwell to Dalmuir,Newton West Jn,11,42,10/12/2018
16:37:00,16:39:00,'2F03',1615 Motherwell to Dalmuir,Cambuslang [CBL] Arr,12,42,10/12/2018
16:37:30,16:40:00,'2F03',1615 Motherwell to Dalmuir,Cambuslang [CBL] Dep,13,42,10/12/2018
16:39:00,16:41:00,'2F03',1615 Motherwell to Dalmuir,Rutherglen East Jn,14,42,10/12/2018
16:41:00,16:43:00,'2F03',1615 Motherwell to Dalmuir,Rutherglen [RUT] Arr,15,42,10/12/2018
16:41:30,16:44:00,'2F03',1615 Motherwell to Dalmuir,Rutherglen [RUT] Dep,16,42,10/12/2018
16:43:30,16:46:15,'2F03',1615 Motherwell to Dalmuir,Dalmarnock [DAK] Arr,17,42,10/12/2018
16:44:00,16:46:45,'2F03',1615 Motherwell to Dalmuir,Dalmarnock [DAK] Dep,18,42,10/12/2018
16:45:30,16:48:30,'2F03',1615 Motherwell to Dalmuir,Bridgeton [BDG] Arr,19,42,10/12/2018
16:46:00,16:49:30,'2F03',1615 Motherwell to Dalmuir,Bridgeton [BDG] Dep,20,42,10/12/2018
16:48:30,16:52:00,'2F03',1615 Motherwell to Dalmuir,Argyle Street [AGS] Arr,21,42,10/12/2018
16:49:30,16:53:00,'2F03',1615 Motherwell to Dalmuir,Argyle Street [AGS] Dep,22,42,10/12/2018
16:50:30,16:54:15,'2F03',1615 Motherwell to Dalmuir,Glasgow Central [GLC] Arr,23,42,10/12/2018
16:52:00,16:56:15,'2F03',1615 Motherwell to Dalmuir,Glasgow Central [GLC] Dep,24,42,10/12/2018
16:53:00,16:57:45,'2F03',1615 Motherwell to Dalmuir,Anderston [AND] Arr,25,42,10/12/2018
16:53:30,16:58:15,'2F03',1615 Motherwell to Dalmuir,Anderston [AND] Dep,26,42,10/12/2018
16:55:00,16:59:45,'2F03',1615 Motherwell to Dalmuir,Exhibition Centre [EXG] Arr,27,42,10/12/2018
16:55:30,17:00:15,'2F03',1615 Motherwell to Dalmuir,Exhibition Centre [EXG] Dep,28,42,10/12/2018
16:57:00,17:01:15,'2F03',1615 Motherwell to Dalmuir,Finnieston East Jn,29,42,10/12/2018
16:57:30,17:01:45,'2F03',1615 Motherwell to Dalmuir,Finnieston West Jn,30,42,10/12/2018
16:58:30,17:02:45,'2F03',1615 Motherwell to Dalmuir,Partick [PTK] Arr,31,42,10/12/2018
16:59:00,17:04:00,'2F03',1615 Motherwell to Dalmuir,Partick [PTK] Dep,32,42,10/12/2018
17:00:30,17:05:30,'2F03',1615 Motherwell to Dalmuir,Hyndland [HYN] Arr,33,42,10/12/2018
