Booked Time, Actual Time, Headcode,Service Info, Location,Call Order, Train Order,Date
13:18:00,13:18:15,'2F31',1316 Motherwell to Dalmuir,Airbles [AIR] Arr,0,0,10/12/2018
13:18:30,13:18:45,'2F31',1316 Motherwell to Dalmuir,Airbles [AIR] Dep,1,0,10/12/2018
13:21:00,13:20:45,'2F31',1316 Motherwell to Dalmuir,Haughhead Jn,2,0,10/12/2018
13:23:30,13:22:45,'2F31',1316 Motherwell to Dalmuir,Hamilton Central [HNC] Arr,3,0,10/12/2018
13:24:00,13:24:00,'2F31',1316 Motherwell to Dalmuir,Hamilton Central [HNC] Dep,4,0,10/12/2018
13:26:00,13:26:00,'2F31',1316 Motherwell to Dalmuir,Hamilton West [HNW] Arr,5,0,10/12/2018
13:26:30,13:26:30,'2F31',1316 Motherwell to Dalmuir,Hamilton West [HNW] Dep,6,0,10/12/2018
13:29:30,13:29:15,'2F31',1316 Motherwell to Dalmuir,Blantyre [BLT] Arr,7,0,10/12/2018
13:30:00,13:30:00,'2F31',1316 Motherwell to Dalmuir,Blantyre [BLT] Dep,8,0,10/12/2018
13:33:30,13:33:30,'2F31',1316 Motherwell to Dalmuir,Newton [NTN] Arr,9,0,10/12/2018
13:34:00,13:33:45,'2F31',1316 Motherwell to Dalmuir,Newton [NTN] Dep,10,0,10/12/2018
13:35:30,13:35:30,'2F31',1316 Motherwell to Dalmuir,Newton West Jn,11,0,10/12/2018
13:37:00,13:36:00,'2F31',1316 Motherwell to Dalmuir,Cambuslang [CBL] Arr,12,0,10/12/2018
13:37:30,13:37:00,'2F31',1316 Motherwell to Dalmuir,Cambuslang [CBL] Dep,13,0,10/12/2018
13:39:00,13:39:00,'2F31',1316 Motherwell to Dalmuir,Rutherglen East Jn,14,0,10/12/2018
13:41:00,13:40:00,'2F31',1316 Motherwell to Dalmuir,Rutherglen [RUT] Arr,15,0,10/12/2018
13:41:30,13:41:00,'2F31',1316 Motherwell to Dalmuir,Rutherglen [RUT] Dep,16,0,10/12/2018
13:43:30,13:43:15,'2F31',1316 Motherwell to Dalmuir,Dalmarnock [DAK] Arr,17,0,10/12/2018
13:44:00,13:43:30,'2F31',1316 Motherwell to Dalmuir,Dalmarnock [DAK] Dep,18,0,10/12/2018
13:45:30,13:45:15,'2F31',1316 Motherwell to Dalmuir,Bridgeton [BDG] Arr,19,0,10/12/2018
13:46:00,13:46:00,'2F31',1316 Motherwell to Dalmuir,Bridgeton [BDG] Dep,20,0,10/12/2018
13:48:30,13:48:30,'2F31',1316 Motherwell to Dalmuir,Argyle Street [AGS] Arr,21,0,10/12/2018
13:49:30,13:49:15,'2F31',1316 Motherwell to Dalmuir,Argyle Street [AGS] Dep,22,0,10/12/2018
13:50:30,13:50:15,'2F31',1316 Motherwell to Dalmuir,Glasgow Central [GLC] Arr,23,0,10/12/2018
13:51:30,13:51:15,'2F31',1316 Motherwell to Dalmuir,Glasgow Central [GLC] Dep,24,0,10/12/2018
13:52:30,13:52:45,'2F31',1316 Motherwell to Dalmuir,Anderston [AND] Arr,25,0,10/12/2018
13:53:00,13:53:00,'2F31',1316 Motherwell to Dalmuir,Anderston [AND] Dep,26,0,10/12/2018
13:54:30,13:54:30,'2F31',1316 Motherwell to Dalmuir,Exhibition Centre [EXG] Arr,27,0,10/12/2018
13:55:00,13:55:00,'2F31',1316 Motherwell to Dalmuir,Exhibition Centre [EXG] Dep,28,0,10/12/2018
13:56:30,13:56:00,'2F31',1316 Motherwell to Dalmuir,Finnieston East Jn,29,0,10/12/2018
13:57:00,13:56:30,'2F31',1316 Motherwell to Dalmuir,Finnieston West Jn,30,0,10/12/2018
13:58:00,13:57:30,'2F31',1316 Motherwell to Dalmuir,Partick [PTK] Arr,31,0,10/12/2018
13:58:30,13:58:00,'2F31',1316 Motherwell to Dalmuir,Partick [PTK] Dep,32,0,10/12/2018
14:00:00,13:59:45,'2F31',1316 Motherwell to Dalmuir,Hyndland [HYN] Arr,33,0,10/12/2018
14:01:00,14:01:00,'2F31',1316 Motherwell to Dalmuir,Hyndland [HYN] Dep,34,0,10/12/2018
14:02:00,14:01:45,'2F31',1316 Motherwell to Dalmuir,Hyndland East Jn,35,0,10/12/2018
14:02:30,14:02:15,'2F31',1316 Motherwell to Dalmuir,Jordanhill [JOR] Arr,36,0,10/12/2018
14:03:00,14:02:45,'2F31',1316 Motherwell to Dalmuir,Jordanhill [JOR] Dep,37,0,10/12/2018
14:04:00,14:03:15,'2F31',1316 Motherwell to Dalmuir,Hyndland West Jn,38,0,10/12/2018
14:05:00,14:05:00,'2F31',1316 Motherwell to Dalmuir,Scotstounhill [SCH] Arr,39,0,10/12/2018
14:05:30,14:05:30,'2F31',1316 Motherwell to Dalmuir,Scotstounhill [SCH] Dep,40,0,10/12/2018
14:07:00,14:06:45,'2F31',1316 Motherwell to Dalmuir,Garscadden [GRS] Arr,41,0,10/12/2018
14:07:30,14:07:30,'2F31',1316 Motherwell to Dalmuir,Garscadden [GRS] Dep,42,0,10/12/2018
14:09:30,14:09:15,'2F31',1316 Motherwell to Dalmuir,Yoker [YOK] Arr,43,0,10/12/2018
14:10:00,14:10:00,'2F31',1316 Motherwell to Dalmuir,Yoker [YOK] Dep,44,0,10/12/2018
14:11:30,14:11:45,'2F31',1316 Motherwell to Dalmuir,Clydebank [CYK] Arr,45,0,10/12/2018
14:12:00,14:12:15,'2F31',1316 Motherwell to Dalmuir,Clydebank [CYK] Dep,46,0,10/12/2018
12:38:00,12:41:00,'2M21',1237 Edinburgh to Milngavie,Princes St Gardens,0,1,10/12/2018
12:41:00,12:43:45,'2M21',1237 Edinburgh to Milngavie,Haymarket [HYM] Arr,1,1,10/12/2018
12:42:30,12:45:30,'2M21',1237 Edinburgh to Milngavie,Haymarket [HYM] Dep,2,1,10/12/2018
12:43:30,12:46:30,'2M21',1237 Edinburgh to Milngavie,Haymarket East Jn,3,1,10/12/2018
12:43:30,12:46:45,'2M21',1237 Edinburgh to Milngavie,Haymarket Central Jn,4,1,10/12/2018
12:44:00,12:47:00,'2M21',1237 Edinburgh to Milngavie,Haymarket West Jn,5,1,10/12/2018
12:46:30,12:49:45,'2M21',1237 Edinburgh to Milngavie,Edinburgh Park [EDP] Arr,6,1,10/12/2018
12:47:00,12:50:15,'2M21',1237 Edinburgh to Milngavie,Edinburgh Park [EDP] Dep,7,1,10/12/2018
12:52:00,12:53:45,'2M21',1237 Edinburgh to Milngavie,Newbridge Jn,8,1,10/12/2018
12:56:00,12:58:00,'2M21',1237 Edinburgh to Milngavie,Uphall [UHA] Arr,9,1,10/12/2018
12:56:30,12:58:30,'2M21',1237 Edinburgh to Milngavie,Uphall [UHA] Dep,10,1,10/12/2018
12:59:30,13:01:30,'2M21',1237 Edinburgh to Milngavie,Livingston North [LSN] Arr,11,1,10/12/2018
13:00:00,13:02:00,'2M21',1237 Edinburgh to Milngavie,Livingston North [LSN] Dep,12,1,10/12/2018
13:04:00,13:06:15,'2M21',1237 Edinburgh to Milngavie,Bathgate [BHG] Arr,13,1,10/12/2018
13:05:00,13:07:45,'2M21',1237 Edinburgh to Milngavie,Bathgate [BHG] Dep,14,1,10/12/2018
13:08:30,13:11:00,'2M21',1237 Edinburgh to Milngavie,Armadale [ARM] Arr,15,1,10/12/2018
13:09:00,13:11:30,'2M21',1237 Edinburgh to Milngavie,Armadale [ARM] Dep,16,1,10/12/2018
13:12:00,13:14:30,'2M21',1237 Edinburgh to Milngavie,Blackridge [BKR] Arr,17,1,10/12/2018
13:12:30,13:15:00,'2M21',1237 Edinburgh to Milngavie,Blackridge [BKR] Dep,18,1,10/12/2018
13:18:30,13:21:00,'2M21',1237 Edinburgh to Milngavie,Caldercruix [CAC] Arr,19,1,10/12/2018
13:19:00,13:23:00,'2M21',1237 Edinburgh to Milngavie,Caldercruix [CAC] Dep,20,1,10/12/2018
13:22:00,13:26:30,'2M21',1237 Edinburgh to Milngavie,Drumgelloch [DRU] Arr,21,1,10/12/2018
13:22:30,13:27:00,'2M21',1237 Edinburgh to Milngavie,Drumgelloch [DRU] Dep,22,1,10/12/2018
13:26:00,13:29:45,'2M21',1237 Edinburgh to Milngavie,Airdrie [ADR] Arr,23,1,10/12/2018
13:27:30,13:31:30,'2M21',1237 Edinburgh to Milngavie,Airdrie [ADR] Dep,24,1,10/12/2018
13:29:00,13:33:00,'2M21',1237 Edinburgh to Milngavie,Coatdyke [COA],25,1,10/12/2018
13:30:30,13:34:45,'2M21',1237 Edinburgh to Milngavie,Coatbridge Sunnyside [CBS] Arr,26,1,10/12/2018
13:31:00,13:35:30,'2M21',1237 Edinburgh to Milngavie,Coatbridge Sunnyside [CBS] Dep,27,1,10/12/2018
13:32:00,13:36:30,'2M21',1237 Edinburgh to Milngavie,Sunnyside Jn,28,1,10/12/2018
13:33:00,13:36:45,'2M21',1237 Edinburgh to Milngavie,Blairhill [BAI],29,1,10/12/2018
13:37:30,13:39:45,'2M21',1237 Edinburgh to Milngavie,Easterhouse [EST],30,1,10/12/2018
13:39:30,13:40:45,'2M21',1237 Edinburgh to Milngavie,Garrowhill [GAR],31,1,10/12/2018
13:42:00,13:42:15,'2M21',1237 Edinburgh to Milngavie,Shettleston [SLS] At platfor Arr,32,1,10/12/2018
13:42:30,13:42:45,'2M21',1237 Edinburgh to Milngavie,Shettleston [SLS] At platfor Dep,33,1,10/12/2018
13:44:00,13:44:15,'2M21',1237 Edinburgh to Milngavie,Carntyne [CAY] Arr,34,1,10/12/2018
13:44:30,13:45:00,'2M21',1237 Edinburgh to Milngavie,Carntyne [CAY] Dep,35,1,10/12/2018
13:47:30,13:47:30,'2M21',1237 Edinburgh to Milngavie,Bellgrove [BLG] Arr,36,1,10/12/2018
13:48:00,13:48:00,'2M21',1237 Edinburgh to Milngavie,Bellgrove [BLG] Dep,37,1,10/12/2018
13:49:00,13:49:00,'2M21',1237 Edinburgh to Milngavie,High St Jn,38,1,10/12/2018
13:49:30,13:49:45,'2M21',1237 Edinburgh to Milngavie,High Street [HST] Arr,39,1,10/12/2018
13:50:30,13:50:15,'2M21',1237 Edinburgh to Milngavie,High Street [HST] Dep,40,1,10/12/2018
13:52:00,13:51:30,'2M21',1237 Edinburgh to Milngavie,Glasgow Queen Street [GLQ] Arr,41,1,10/12/2018
13:55:00,13:55:00,'2M21',1237 Edinburgh to Milngavie,Glasgow Queen Street [GLQ] Dep,42,1,10/12/2018
13:56:30,13:56:45,'2M21',1237 Edinburgh to Milngavie,Charing Cross (Glasgow) [CHC] Arr,43,1,10/12/2018
13:58:00,13:58:00,'2M21',1237 Edinburgh to Milngavie,Charing Cross (Glasgow) [CHC] Dep,44,1,10/12/2018
14:00:00,13:59:45,'2M21',1237 Edinburgh to Milngavie,Finnieston East Jn,45,1,10/12/2018
14:00:30,14:00:15,'2M21',1237 Edinburgh to Milngavie,Finnieston West Jn,46,1,10/12/2018
14:01:30,14:01:00,'2M21',1237 Edinburgh to Milngavie,Partick [PTK] Arr,47,1,10/12/2018
14:02:00,14:02:00,'2M21',1237 Edinburgh to Milngavie,Partick [PTK] Dep,48,1,10/12/2018
14:03:30,14:03:30,'2M21',1237 Edinburgh to Milngavie,Hyndland [HYN] Arr,49,1,10/12/2018
14:04:30,14:04:15,'2M21',1237 Edinburgh to Milngavie,Hyndland [HYN] Dep,50,1,10/12/2018
14:05:30,14:05:15,'2M21',1237 Edinburgh to Milngavie,Hyndland East Jn,51,1,10/12/2018
14:06:30,14:06:15,'2M21',1237 Edinburgh to Milngavie,Hyndland North Jn,52,1,10/12/2018
14:08:00,14:06:45,'2M21',1237 Edinburgh to Milngavie,Anniesland [ANL] Arr,53,1,10/12/2018
14:08:30,14:08:00,'2M21',1237 Edinburgh to Milngavie,Anniesland [ANL] Dep,54,1,10/12/2018
14:11:00,14:11:00,'2M21',1237 Edinburgh to Milngavie,Westerton [WES] Arr,55,1,10/12/2018
14:11:30,14:11:30,'2M21',1237 Edinburgh to Milngavie,Westerton [WES] Dep,56,1,10/12/2018
14:13:30,14:13:45,'2M21',1237 Edinburgh to Milngavie,Bearsden [BRN] Arrivin Arr,57,1,10/12/2018
14:14:00,14:14:30,'2M21',1237 Edinburgh to Milngavie,Bearsden [BRN] Arrivin Dep,58,1,10/12/2018
14:15:30,14:15:30,'2M21',1237 Edinburgh to Milngavie,Hillfoot [HLF] Arr,59,1,10/12/2018
14:16:00,14:16:00,'2M21',1237 Edinburgh to Milngavie,Hillfoot [HLF] Dep,60,1,10/12/2018
13:23:00,13:24:15,'2S33',1320 Motherwell to Dalmuir,Mossend South Jn,0,2,10/12/2018
13:23:30,13:24:45,'2S33',1320 Motherwell to Dalmuir,Mossend North Jn,1,2,10/12/2018
13:24:00,13:25:15,'2S33',1320 Motherwell to Dalmuir,Mossend [XMS],2,2,10/12/2018
13:24:30,13:25:45,'2S33',1320 Motherwell to Dalmuir,Mossend North Exit,3,2,10/12/2018
13:27:30,13:28:00,'2S33',1320 Motherwell to Dalmuir,Whifflet South Jn,4,2,10/12/2018
13:28:00,13:28:30,'2S33',1320 Motherwell to Dalmuir,Whifflet [WFF] Arr,5,2,10/12/2018
13:28:30,13:29:15,'2S33',1320 Motherwell to Dalmuir,Whifflet [WFF] Dep,6,2,10/12/2018
13:29:00,13:29:45,'2S33',1320 Motherwell to Dalmuir,Whifflet North Jn,7,2,10/12/2018
13:30:30,13:31:15,'2S33',1320 Motherwell to Dalmuir,Langloan Jn,8,2,10/12/2018
13:31:00,13:32:15,'2S33',1320 Motherwell to Dalmuir,Kirkwood [KWD] Arr,9,2,10/12/2018
13:31:30,13:33:00,'2S33',1320 Motherwell to Dalmuir,Kirkwood [KWD] Dep,10,2,10/12/2018
13:34:00,13:35:15,'2S33',1320 Motherwell to Dalmuir,Bargeddie [BGI] Arr,11,2,10/12/2018
13:34:30,13:35:45,'2S33',1320 Motherwell to Dalmuir,Bargeddie [BGI] Dep,12,2,10/12/2018
13:37:30,13:38:30,'2S33',1320 Motherwell to Dalmuir,Baillieston [BIO] Arr,13,2,10/12/2018
13:38:00,13:39:00,'2S33',1320 Motherwell to Dalmuir,Baillieston [BIO] Dep,14,2,10/12/2018
13:42:00,13:42:00,'2S33',1320 Motherwell to Dalmuir,Carmyle [CML] Arr,15,2,10/12/2018
13:42:30,13:44:00,'2S33',1320 Motherwell to Dalmuir,Carmyle [CML] Dep,16,2,10/12/2018
13:45:30,13:46:00,'2S33',1320 Motherwell to Dalmuir,Rutherglen East Jn,17,2,10/12/2018
13:47:00,13:47:00,'2S33',1320 Motherwell to Dalmuir,Rutherglen [RUT] Arr,18,2,10/12/2018
13:48:00,13:48:00,'2S33',1320 Motherwell to Dalmuir,Rutherglen [RUT] Dep,19,2,10/12/2018
13:50:00,13:49:45,'2S33',1320 Motherwell to Dalmuir,Dalmarnock [DAK] Arr,20,2,10/12/2018
13:50:30,13:50:00,'2S33',1320 Motherwell to Dalmuir,Dalmarnock [DAK] Dep,21,2,10/12/2018
13:52:00,13:51:45,'2S33',1320 Motherwell to Dalmuir,Bridgeton [BDG] Arr,22,2,10/12/2018
13:52:30,13:52:30,'2S33',1320 Motherwell to Dalmuir,Bridgeton [BDG] Dep,23,2,10/12/2018
13:55:00,13:55:00,'2S33',1320 Motherwell to Dalmuir,Argyle Street [AGS] Arr,24,2,10/12/2018
13:56:00,13:56:00,'2S33',1320 Motherwell to Dalmuir,Argyle Street [AGS] Dep,25,2,10/12/2018
13:57:00,13:57:15,'2S33',1320 Motherwell to Dalmuir,Glasgow Central [GLC] Arr,26,2,10/12/2018
13:58:30,13:58:30,'2S33',1320 Motherwell to Dalmuir,Glasgow Central [GLC] Dep,27,2,10/12/2018
13:59:30,14:00:00,'2S33',1320 Motherwell to Dalmuir,Anderston [AND] Arr,28,2,10/12/2018
14:00:00,14:00:30,'2S33',1320 Motherwell to Dalmuir,Anderston [AND] Dep,29,2,10/12/2018
14:01:30,14:02:15,'2S33',1320 Motherwell to Dalmuir,Exhibition Centre [EXG] Arr,30,2,10/12/2018
14:02:00,14:02:45,'2S33',1320 Motherwell to Dalmuir,Exhibition Centre [EXG] Dep,31,2,10/12/2018
14:03:30,14:03:45,'2S33',1320 Motherwell to Dalmuir,Finnieston East Jn,32,2,10/12/2018
14:04:00,14:04:15,'2S33',1320 Motherwell to Dalmuir,Finnieston West Jn,33,2,10/12/2018
14:05:00,14:05:15,'2S33',1320 Motherwell to Dalmuir,Partick [PTK] Arr,34,2,10/12/2018
14:05:30,14:05:45,'2S33',1320 Motherwell to Dalmuir,Partick [PTK] Dep,35,2,10/12/2018
14:07:00,14:07:30,'2S33',1320 Motherwell to Dalmuir,Hyndland [HYN] Arr,36,2,10/12/2018
14:08:00,14:08:30,'2S33',1320 Motherwell to Dalmuir,Hyndland [HYN] Dep,37,2,10/12/2018
14:09:00,14:09:30,'2S33',1320 Motherwell to Dalmuir,Hyndland East Jn,38,2,10/12/2018
14:10:00,14:10:15,'2S33',1320 Motherwell to Dalmuir,Hyndland North Jn,39,2,10/12/2018
14:11:30,14:11:00,'2S33',1320 Motherwell to Dalmuir,Anniesland [ANL] Arr,40,2,10/12/2018
14:12:00,14:11:30,'2S33',1320 Motherwell to Dalmuir,Anniesland [ANL] Dep,41,2,10/12/2018
14:14:30,14:14:45,'2S33',1320 Motherwell to Dalmuir,Westerton [WES] Arr,42,2,10/12/2018
14:15:00,14:15:00,'2S33',1320 Motherwell to Dalmuir,Westerton [WES] Dep,43,2,10/12/2018
14:17:00,14:17:00,'2S33',1320 Motherwell to Dalmuir,Drumchapel [DMC] Arr,44,2,10/12/2018
14:17:30,14:17:45,'2S33',1320 Motherwell to Dalmuir,Drumchapel [DMC] Dep,45,2,10/12/2018
14:19:00,14:19:30,'2S33',1320 Motherwell to Dalmuir,Drumry [DMY] Arr,46,2,10/12/2018
14:19:30,14:20:00,'2S33',1320 Motherwell to Dalmuir,Drumry [DMY] Dep,47,2,10/12/2018
14:21:30,14:21:45,'2S33',1320 Motherwell to Dalmuir,Singer [SIN] Arr,48,2,10/12/2018
14:22:00,14:22:30,'2S33',1320 Motherwell to Dalmuir,Singer [SIN] Dep,49,2,10/12/2018
12:50:00,12:53:15,'2H05',1249 Edinburgh to Helensburgh Central,Princes St Gardens,0,3,10/12/2018
12:52:30,12:55:15,'2H05',1249 Edinburgh to Helensburgh Central,Haymarket [HYM] Arr,1,3,10/12/2018
12:53:30,12:56:00,'2H05',1249 Edinburgh to Helensburgh Central,Haymarket [HYM] Dep,2,3,10/12/2018
12:54:30,12:57:00,'2H05',1249 Edinburgh to Helensburgh Central,Haymarket East Jn,3,3,10/12/2018
12:54:30,12:57:15,'2H05',1249 Edinburgh to Helensburgh Central,Haymarket Central Jn,4,3,10/12/2018
12:55:00,12:57:30,'2H05',1249 Edinburgh to Helensburgh Central,Haymarket West Jn,5,3,10/12/2018
12:57:30,13:00:15,'2H05',1249 Edinburgh to Helensburgh Central,Edinburgh Park [EDP] Arr,6,3,10/12/2018
12:58:30,13:00:30,'2H05',1249 Edinburgh to Helensburgh Central,Edinburgh Park [EDP] Dep,7,3,10/12/2018
13:03:30,13:05:00,'2H05',1249 Edinburgh to Helensburgh Central,Newbridge Jn,8,3,10/12/2018
13:07:30,13:09:15,'2H05',1249 Edinburgh to Helensburgh Central,Uphall [UHA] Arr,9,3,10/12/2018
13:08:30,13:09:45,'2H05',1249 Edinburgh to Helensburgh Central,Uphall [UHA] Dep,10,3,10/12/2018
13:11:30,13:12:45,'2H05',1249 Edinburgh to Helensburgh Central,Livingston North [LSN] Arr,11,3,10/12/2018
13:12:00,13:13:15,'2H05',1249 Edinburgh to Helensburgh Central,Livingston North [LSN] Dep,12,3,10/12/2018
13:16:00,13:17:45,'2H05',1249 Edinburgh to Helensburgh Central,Bathgate [BHG] Arr,13,3,10/12/2018
13:22:00,13:22:00,'2H05',1249 Edinburgh to Helensburgh Central,Bathgate [BHG] Dep,14,3,10/12/2018
13:25:00,13:25:00,'2H05',1249 Edinburgh to Helensburgh Central,Armadale [ARM],15,3,10/12/2018
13:26:30,13:26:45,'2H05',1249 Edinburgh to Helensburgh Central,Blackridge [BKR],16,3,10/12/2018
13:31:00,13:31:00,'2H05',1249 Edinburgh to Helensburgh Central,Caldercruix [CAC],17,3,10/12/2018
13:34:00,13:33:30,'2H05',1249 Edinburgh to Helensburgh Central,Drumgelloch [DRU] Arr,18,3,10/12/2018
13:34:30,13:33:45,'2H05',1249 Edinburgh to Helensburgh Central,Drumgelloch [DRU] Dep,19,3,10/12/2018
13:37:00,13:36:15,'2H05',1249 Edinburgh to Helensburgh Central,Airdrie [ADR] Arr,20,3,10/12/2018
13:38:00,13:37:45,'2H05',1249 Edinburgh to Helensburgh Central,Airdrie [ADR] Dep,21,3,10/12/2018
13:39:30,13:39:30,'2H05',1249 Edinburgh to Helensburgh Central,Coatdyke [COA] Arr,22,3,10/12/2018
13:40:00,13:40:00,'2H05',1249 Edinburgh to Helensburgh Central,Coatdyke [COA] Dep,23,3,10/12/2018
13:42:00,13:42:00,'2H05',1249 Edinburgh to Helensburgh Central,Coatbridge Sunnyside [CBS] Arr,24,3,10/12/2018
13:42:30,13:42:30,'2H05',1249 Edinburgh to Helensburgh Central,Coatbridge Sunnyside [CBS] Dep,25,3,10/12/2018
13:43:30,13:43:30,'2H05',1249 Edinburgh to Helensburgh Central,Sunnyside Jn,26,3,10/12/2018
13:44:30,13:44:15,'2H05',1249 Edinburgh to Helensburgh Central,Blairhill [BAI] Arr,27,3,10/12/2018
13:45:00,13:45:00,'2H05',1249 Edinburgh to Helensburgh Central,Blairhill [BAI] Dep,28,3,10/12/2018
13:48:30,13:48:30,'2H05',1249 Edinburgh to Helensburgh Central,Easterhouse [EST] Arr,29,3,10/12/2018
13:49:00,13:48:45,'2H05',1249 Edinburgh to Helensburgh Central,Easterhouse [EST] Dep,30,3,10/12/2018
13:51:00,13:50:45,'2H05',1249 Edinburgh to Helensburgh Central,Garrowhill [GAR] Arr,31,3,10/12/2018
13:51:30,13:51:00,'2H05',1249 Edinburgh to Helensburgh Central,Garrowhill [GAR] Dep,32,3,10/12/2018
13:53:30,13:53:30,'2H05',1249 Edinburgh to Helensburgh Central,Shettleston [SLS],33,3,10/12/2018
13:54:30,13:54:15,'2H05',1249 Edinburgh to Helensburgh Central,Carntyne [CAY],34,3,10/12/2018
13:56:30,13:55:45,'2H05',1249 Edinburgh to Helensburgh Central,Bellgrove [BLG],35,3,10/12/2018
13:57:00,13:56:30,'2H05',1249 Edinburgh to Helensburgh Central,High St Jn,36,3,10/12/2018
13:58:00,13:57:15,'2H05',1249 Edinburgh to Helensburgh Central,High Street [HST] Arr,37,3,10/12/2018
13:58:30,13:58:00,'2H05',1249 Edinburgh to Helensburgh Central,High Street [HST] Dep,38,3,10/12/2018
14:00:00,13:59:15,'2H05',1249 Edinburgh to Helensburgh Central,Glasgow Queen Street [GLQ] Arr,39,3,10/12/2018
14:02:00,14:01:45,'2H05',1249 Edinburgh to Helensburgh Central,Glasgow Queen Street [GLQ] Dep,40,3,10/12/2018
14:03:30,14:03:30,'2H05',1249 Edinburgh to Helensburgh Central,Charing Cross (Glasgow) [CHC] Arr,41,3,10/12/2018
14:05:30,14:04:45,'2H05',1249 Edinburgh to Helensburgh Central,Charing Cross (Glasgow) [CHC] Dep,42,3,10/12/2018
14:07:30,14:06:45,'2H05',1249 Edinburgh to Helensburgh Central,Finnieston East Jn,43,3,10/12/2018
14:08:00,14:07:30,'2H05',1249 Edinburgh to Helensburgh Central,Finnieston West Jn,44,3,10/12/2018
14:09:00,14:08:30,'2H05',1249 Edinburgh to Helensburgh Central,Partick [PTK] Arr,45,3,10/12/2018
14:09:30,14:09:00,'2H05',1249 Edinburgh to Helensburgh Central,Partick [PTK] Dep,46,3,10/12/2018
14:11:00,14:10:45,'2H05',1249 Edinburgh to Helensburgh Central,Hyndland [HYN] Arr,47,3,10/12/2018
14:12:00,14:11:45,'2H05',1249 Edinburgh to Helensburgh Central,Hyndland [HYN] Dep,48,3,10/12/2018
14:13:00,14:12:30,'2H05',1249 Edinburgh to Helensburgh Central,Hyndland East Jn,49,3,10/12/2018
14:13:00,14:12:45,'2H05',1249 Edinburgh to Helensburgh Central,Jordanhill [JOR],50,3,10/12/2018
14:13:30,14:13:00,'2H05',1249 Edinburgh to Helensburgh Central,Hyndland West Jn,51,3,10/12/2018
14:14:30,14:14:15,'2H05',1249 Edinburgh to Helensburgh Central,Scotstounhill [SCH],52,3,10/12/2018
14:15:00,14:14:45,'2H05',1249 Edinburgh to Helensburgh Central,Garscadden [GRS],53,3,10/12/2018
14:16:00,14:15:30,'2H05',1249 Edinburgh to Helensburgh Central,Yoker [YOK],54,3,10/12/2018
14:18:00,14:16:30,'2H05',1249 Edinburgh to Helensburgh Central,Clydebank [CYK],55,3,10/12/2018
14:19:30,14:18:00,'2H05',1249 Edinburgh to Helensburgh Central,Dalmuir [DMR] Arr,56,3,10/12/2018
14:21:30,14:21:30,'2H05',1249 Edinburgh to Helensburgh Central,Dalmuir [DMR] Dep,57,3,10/12/2018
14:23:30,14:23:45,'2H05',1249 Edinburgh to Helensburgh Central,Kilpatrick [KPT],58,3,10/12/2018
14:25:00,14:25:45,'2H05',1249 Edinburgh to Helensburgh Central,Bowling [BWG],59,3,10/12/2018
14:28:30,14:29:00,'2H05',1249 Edinburgh to Helensburgh Central,Dumbarton East [DBE] Arr,60,3,10/12/2018
14:29:00,14:29:45,'2H05',1249 Edinburgh to Helensburgh Central,Dumbarton East [DBE] Dep,61,3,10/12/2018
14:30:30,14:31:15,'2H05',1249 Edinburgh to Helensburgh Central,Dumbarton Central [DBC] Arr,62,3,10/12/2018
14:31:00,14:32:30,'2H05',1249 Edinburgh to Helensburgh Central,Dumbarton Central [DBC] Dep,63,3,10/12/2018
14:32:00,14:33:45,'2H05',1249 Edinburgh to Helensburgh Central,Dalreoch [DLR] Arr,64,3,10/12/2018
14:32:30,14:34:15,'2H05',1249 Edinburgh to Helensburgh Central,Dalreoch [DLR] Dep,65,3,10/12/2018
14:37:00,14:38:30,'2H05',1249 Edinburgh to Helensburgh Central,Cardross [CDR] Arr,66,3,10/12/2018
14:37:30,14:39:15,'2H05',1249 Edinburgh to Helensburgh Central,Cardross [CDR] Dep,67,3,10/12/2018
14:42:00,14:43:15,'2H05',1249 Edinburgh to Helensburgh Central,Craigendoran Jn,68,3,10/12/2018
14:42:30,14:44:15,'2H05',1249 Edinburgh to Helensburgh Central,Craigendoran [CGD] Arr,69,3,10/12/2018
14:43:00,14:45:00,'2H05',1249 Edinburgh to Helensburgh Central,Craigendoran [CGD] Dep,70,3,10/12/2018
14:01:30,14:04:00,'2V39',1354 Springburn to Dumbarton Central,Bellgrove [BLG] Arr,0,4,10/12/2018
14:02:00,14:04:30,'2V39',1354 Springburn to Dumbarton Central,Bellgrove [BLG] Dep,1,4,10/12/2018
14:03:00,14:05:30,'2V39',1354 Springburn to Dumbarton Central,High St Jn,2,4,10/12/2018
14:03:30,14:06:15,'2V39',1354 Springburn to Dumbarton Central,High Street [HST] Arr,3,4,10/12/2018
14:04:00,14:07:00,'2V39',1354 Springburn to Dumbarton Central,High Street [HST] Dep,4,4,10/12/2018
14:05:30,14:08:15,'2V39',1354 Springburn to Dumbarton Central,Glasgow Queen Street [GLQ] Arr,5,4,10/12/2018
14:06:30,14:08:45,'2V39',1354 Springburn to Dumbarton Central,Glasgow Queen Street [GLQ] Dep,6,4,10/12/2018
14:08:00,14:10:30,'2V39',1354 Springburn to Dumbarton Central,Charing Cross (Glasgow) [CHC] Arr,7,4,10/12/2018
14:09:00,14:11:00,'2V39',1354 Springburn to Dumbarton Central,Charing Cross (Glasgow) [CHC] Dep,8,4,10/12/2018
